id,imagenum,year,keywords,_inventar_nr,_titel,_personen,_funktion,_durchmesser,_abmessungen,_gewicht,_material,_literatur,_ortdatierung,_beschreibung,_schlagworte
52721,2,1640,"Brandenburg,Georg Wilhelm,Kurfürst von Brandenburg,Gedenkmünze,Münze",X 2453,"Sterbetaler, Kurfürstentum Mark Brandenburg, Kurfürst Georg Wilhelm (1619-1640), Provinz Preußen, 1640","Koch, Daniel; Münzmeister
 ",Münzmeister,"4,43 cm",,"28,8 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, Vgl. S. 26 f., lfd. Nr. 3306. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 25","Königsberg, 1640","Vs: Äußere Umschrift zwischen zwei Strichelkreisen: GEORGIVS : WILHELMVS : MARCH : BRAND : S : R : I : ARCHICAM : ET : PRINC : ELECTOR : [Rosette] 
Von zwei Linien eingefasste Umschrift zwischen zwei Strichelkreisen: PR · IVL · CL · MONT · ST · POM · CASS · VAND · I · S · CR · CAR · DVX · B · NOR · PR · R · C · M · E R · D · I · RAV [Rosette, darüber und darunter ein Punkt] 
Im umrankten Mittelkreis Brustbild des Kurfürsten mit Spitzenkragen nach vorn. Im Abschnitt Aufschrift: Au · coeur · Vaillant · rien · / · impossible · 

Rs: Umlaufend vierundzwanzig Wappenschilde zwischen zwei Strichkreisen; im Innenkreis Aufschrift: NATUS · / COLON · ADSVEVUM / CIƆ IƆ XCV · / RERUM POTITVS / POST PATREM / D [Rosette] CIƆ IƆ CXIX [Rosette] K / EXCESSIT REGIOMONTI / CIƆ IƆ CXL · / POSTQ · VIXISS · ANN · XLV / DIES XVIII · / · HOR · III · 
Neben den Rosetten Münzmeisterzeichen: D = K","Brandenburg
Georg Wilhelm, Kurfürst von Brandenburg
Gedenkmünze
Münze
"
52744,2,1800,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2582,"Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1806","Loos, Daniel; Stempelschneider
 ",,"3,69 cm",,"22,2 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 210, lfd. Nr. 2115. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22; S. 30. 
 Schön, Gerhard: Deutscher Münzkatalog. 18. Jahrhundert, 3. Aufl., München 2002, S. 149, lfd. Nr. 175 . 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 29",1806,"Vs: Umschrift: FRIEDR · WILHELM III KŒNIG VON PREUSSEN 
Brustbild des Königs in Uniform mit Stern und im Nacken gebundenem Haar nach links; im Armabschnitt: L 

Rs: Bekrönter Adlerschild mit zwei wilden Männern als Schildhalter; im Abschnitt: EIN THALER / 1806 / A 
Kettenrand","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
52770,2,1540,"Preußen (Herzogtum),Albrecht,Herzog von Preußen,Münze",X 2409,"Dreigröscher, Herzogtum Preußen, Herzog Albrecht von Brandenburg (1525-1569), 1543",,,"2,12 cm",,"2,7 g",Silber,"Saurma-Jeltsch, Hugo von: Die Saurmasche Münzsammlung deutscher, schweizerischer und polnischer Gepräge. Von etwa dem Beginn der Groschenzeit bis zur Kipperperiode, Berlin 1892, Nachdruck Berlin 1986 (Transpress-Reprint), S. 127, lfd. Nr. 5059. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S.8, lfd. Nr. 3145 o. 3146",1543,"Vs: Umschrift: ALBER * D * G * MAR * BRAN * DVX * PRVS * 
Brustbild des Herzogs im Harnisch nach rechts 

Rs: * III * / . GROSS : AR : / · TRIPLEX · / · ALBER : DVC · / · PRVSSIE · / * 1543 *","Preußen (Herzogtum)
Albrecht, Herzog von Preußen
Münze
"
53022,2,1800,"Hermann,Fürst von Hohenzollern-Hechingen,Hohenzollern-Hechingen,Münze",X 2718,"Konventionstaler, Fürstentum Hohenzollern-Hechingen, Fürst Hermann Friedrich Otto (1798-1810), 1804","Heuglin, Johann Christian; Münzmeister
Wagner, Johann Ludwig Albert; Medailleur
 ","Wardein, Münzmeister","4,06 cm",,"28,2 g",Silber,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 170, lfd. Nr. 1. 
 Schön, Günter: Weltmünzkatalog 19. Jahrhundert. 1801 - 1900, 16. Aufl., Regenstauf 2013, S. 271, lfd. Nr. 1","Stuttgart, 1804","Vs: Umschrift unter Strichrand: HERMAN · FRIDER · OTTO D · G · PRINC · DE HOHENZOLLERN HECHING · 
Brustbild des Fürsten mit Orden und Hermelinumhang nach links, darunter Monogramm des Medailleurs: M. 

Rs: Umschrift unter Strichrand: AD NORMAM = CONVENTIONIS 
Mit dem Fürstenhut gekrönter vierteiliger ovaler Wappenschild (Hohenzollern, Burggrafschaft Nürnberg, Sigmaringen, Hohenzollern) und dem Mittelschild Reichserzkämmereramt, umgeben von unten gebundenen Lorbeer- und Palmzweig 
Im Abschnitt: C .1804. H. 
Laubrand","Hermann, Fürst von Hohenzollern-Hechingen
Hohenzollern-Hechingen
Münze
"
53081,2,1810,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2572,"Doppelfriedrich d'or, 10 Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1813",,,"2,73 cm",,"13,4 g",Gold,"Schön, Gerhard: Deutscher Münzkatalog. 18. Jahrhundert, 3. Aufl., München 2002, S. 150, lfd. Nr. 178. 
 Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 222, lfd. Nr. 1. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 105","Berlin, 1813","Vs: Umschrift unter Strichrand: FRIEDR. WILHELM III KŒNIG VON PREUSSEN 
Brustbild des Königs in Uniform mit Stern und im Nacken gebundenem Haar nach links 

Rs: Gekrönter Adler auf Waffen mit Zepter und Reichsapfel in den Fängen ; im Abschnitt 1813 / A 
Kettenrand","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
53117,2,1820,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2599,"Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1824",,,"3,43 cm",,"22,3 g",Silber,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 224, lfd. Nr. 14. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 226, lfd. Nr. 2275. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 59","Berlin, 1824","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM III KOENIG V. PREUSSEN 
Kopf des Königs nach rechts; darunter Münzzeichen: A 

Rs: Umschrift unter Stabrand und Perlkreis: EIN THALER = XIV EINE F. M. 18=24 
Bekrönter vierzehnfeldiger Wappenschild auf Lorbeerkranz, umgeben von Kette und Kleinod des Schwarzen Adlerordens 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
53172,2,1670,"Johann Georg II.,Kurfürst von Sachsen,Sachsen,Gedenkmünze,Hosenbandorden,Münze",X 2702,"Gedenkmünze auf die Verleihung des Hosenbandordens und auf das St. Georgs-Ordensfest, Taler, Kurfürstentum Sachsen, Johann Georg II. (1656-1691), 1678",,,"4,87 cm",,"23,3 g",Silber,"Clauß, Wieland / Kahnt, Helmut: Die sächsisch-albertinischen Münzen 1611 bis 1694, Regenstauf 2006,  Nr. 530","Dresden, 1678","Vs: Umschrift zwischen Laubrand und Linienkreis: [Münzzeichen: Rosette] EN HONNEUR DU SOUVERAIN DU TRES NOBLE ORDRE DE LA IARTIERE · 
Der gerüstete St. Georg zu Pferde nach rechts tötet mit seiner Lanze den am Boden liegende Drachen 

Rs: Laubrand. Inschrift, umrahmt von unten zwei unten gebundenen Lorbeerzweigen: DU TRÉ HAUT / TRÉ PUISSANT ET / TRES EXCELLENT PRIN / CE CHARLES · II · PAR LA / GRACE DE DIEU ROY DE / LA GRANDE BRETAG : / FRAN : ET IRLANDE DE= / FENSEEUR DE LA FOY · / MDCLXXVIII ·","Johann Georg II., Kurfürst von Sachsen
Sachsen
Gedenkmünze
Hosenbandorden
Münze
"
53178,2,1760,"Preußen,Friedrich II.,König von Preußen,Münze",X 2545,"Reichstaler, Königreich Preußen, Friedrich II. (1740-1786), 1765",,,4 cm,,"22,3 g",Silber,"Das Preußische Münzwesen im 18. Jahrhundert, Bd. 1, H. 2, Die Münzen aus der Zeit des Königs Friedrich II. des Großen, bearb. v. Friedrich Freiherr von Schrötter, Berlin 1904 (Acta Borussica. Denkmäler der Preußischen Staatsverwaltung im 18. Jahrhundert)., S. 39, Nr. 448; vgl. Tf. 11, Abb. 443. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 169, lfd. Nr. 1692. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 22. 
 Schön, Gerhard: Deutscher Münzkatalog. 18. Jahrhundert, 3. Aufl., München 2002, S. 144, lfd. Nr. 125","Berlin, 1765","Vs: Umschrift unter Strichrand: FRIDERICUS BORUSSORUM REX 
Kopf des Königs mit Lorbeerkranz nach rechts 
RS: Umschrift unter Strichrand: EIN REICHS THALER 
Bekrönter Adler auf Trophäen; im Abschnitt 17 A 65 
Laubrand","Preußen
Friedrich II., König von Preußen
Münze
"
53280,2,1720,"Preußen,Friedrich Wilhelm I.,König in Preußen,Münze",X 2533,"Gulden, Zweidritteltaler, Königreich Preußen, Friedrich Wilhelm I. (1713-1740), 1720","Neubauer, Ernst Georg; Münzmeister
 ","Medailleur, Münzmeister","3,77 cm",,"17,2 g",Silber,"Das Preußische Münzwesen im 18. Jahrhundert, Bd. 1, H. 1, Die Münzen aus der Zeit der Könige Friedrich I. und Friedrich Wilhelm I., bearb. v. Friedrich Freiherr von Schrötter, Berlin 1902, Nachdruck Bielefeld 1978 (Acta Borussica. Denkmäler der Preußischen Staatsverwaltung im 18. Jahrhundert)., S. 83, Nr. 248. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 134, lfd. Nr. 1315. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3, S. 29","Berlin, 1720","Vs: Umschrift unter Zackenrand: FRID · WILH · D · G · REX · BORVSS · EL · BRAND · 
Geharnischtes Brustbild des Königs mit geradem Zopf nach rechts; gekörnter und mit einer Arabeske verzierter Brustpanzer, darauf gestricheltes Ordensband 

Rs: Zackenrand 
Dreizehnfeldiges gekröntes ovales Wappen; oben bogig, neben der Krone, die Jahreszahl 17 = 20, unten in halbrunder Aussparung 2/3; seitlich bogig die Münzmeisterbuchstaben I · G · = N · 
Rändelrand","Preußen
Friedrich Wilhelm I., König in Preußen
Münze
"
53315,2,1860,"Preußen,Wilhelm I.,Deutscher Kaiser,Vereinsmünze,Münze",X 2633,"Doppeltaler, Königreich Preußen, Wilhelm I. (1861-1888), 1867",,,"4,12 cm",,"37,02 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 263, lfd. Nr. 2831. 
 Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 235, lfd. Nr. 96. 
 Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, S. 268, lfd. Nr. 238. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 97","Frankfurt, Main, 1867","Vs: Umschrift unter Stabrand und Perlkreis: WILHELM KOENIG VON PREUSSEN 
Kopf des Königs nach rechts; unten Münzzeichen C 

Rs: Umschrift unter Stabrand und Perlkreis: ZWEI VEREINSTHALER XV EIN PFUND FEIN 1867 
Bekrönter Adler mit Zepter und Reichsapfel in den Fängen sowie der Kette des Schwarzen Adlerordens mit Kleinod um den Hals; auf den Flügeln zehn Wappenschilde, auf der Brust das Monogramm FR 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Wilhelm I., Deutscher Kaiser
Vereinsmünze
Münze
"
53414,2,1820,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2593,"Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1820",,,"3,43 cm",,"22,3 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 224, lfd. Nr. 2244. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 2; S. 22. 
 Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 224, lfd. Nr. 13. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 37","Berlin, 1820","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM III KOENIG VON PREUSSEN 
Brustbild des Königs in Uniform mit Hermelinmantel, Feldbinde, Stern und Orden nach links 

Rs: Stabrand und Perlkreis 
EIN THALER 
Bekrönter Adler über Pauken, Kanonenrohr und Fahnen 
Im Abschnitt: 1820 / A 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
53432,2,1530,"Preußen (Herzogtum),Albrecht,Herzog von Preußen,Münze",X 2417,"Groschen, Herzogtum Preußen, Herzog Albrecht von Brandenburg (1525-1569), 1531",,,"2,26 cm",,2 g,Silber,"Saurma-Jeltsch, Hugo von: Die Saurmasche Münzsammlung deutscher, schweizerischer und polnischer Gepräge. Von etwa dem Beginn der Groschenzeit bis zur Kipperperiode, Berlin 1892, Nachdruck Berlin 1986 (Transpress-Reprint), S. 127, lfd. Nr. 5066",1531,"Vs: Umschrift zwischen zwei Perlkreisen: IVSTVS * EX * FIDE * VIVIT * 1531 * [Zollernschild] * 
Im Perlkreis Brustbild des Herzogs im Harnisch nach rechts 

Rs: Umschrift zwischen zwei Perlkreisen: ALBER * D * G * MAR * BRAN * DVX * PRVSS * 
Im inneren Perlkreis preußischer Adler; vor der Brust, auf einem gekrönten Wappenschild, ein S","Preußen (Herzogtum)
Albrecht, Herzog von Preußen
Münze
"
53442,2,1540,"Preußen (Herzogtum),Albrecht,Herzog von Preußen,Münze",X 2432,"Groschen, Herzogtum Preußen, Herzog Albrecht von Brandenburg (1525-1569), 1545",,,"2,32 cm",,"1,9 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 8, lfd. Nr. 3151. 
 Saurma-Jeltsch, Hugo von: Die Saurmasche Münzsammlung deutscher, schweizerischer und polnischer Gepräge. Von etwa dem Beginn der Groschenzeit bis zur Kipperperiode, Berlin 1892, Nachdruck Berlin 1986 (Transpress-Reprint), S. 127 lfd. Nr. 5079",1545,"Vs: Umschrift zwischen zwei Perlkreisen: IVSTVS * EX * FIDE * VIVIT * 1545 * [Zollernschild] * 
Im Perlkreis Brustbild des Herzogs mit langem Bart, im Harnisch nach rechts 

Rs: Umschrift zwischen zwei Perlkreisen: ALBER * D * G * MAR * BRAN * DVX * PRVSS * 
Im inneren Perlkreis preußischer Adler; vor der Brust, auf einem gekrönten Wappenschild, ein S","Preußen (Herzogtum)
Albrecht, Herzog von Preußen
Münze
"
53538,2,1750,"Franz I.,Römisch-deutscher Kaiser,Maria Theresia,Erzherzogin von Österreich (1717-1780),Österreich,Medaille,Hochkirch(Schlacht)",X 2695,"Medaille auf die Schlacht bei Hochkirch am 14.10.1758, Österreich, Franz I. (1745-1765) und Maria Theresia (1740-1780), 1758","Widemann, Anton Franz
 ","Medailleur, Stempelschneider","4,63 cm",,35 g,Silber,"Olding, Manfred: Die Medaillen auf Friedrich den Großen von Preußen 1712 bis 1786. Anhang: Medaillen mit Bezug auf Preußen aus der Zeit von 1740 bis 1786, Regenstauf 2003 (Die Medaillen der Kurfürsten und Könige von Brandenburg-Preußen, 2), S. 264, lfd. Nr. 921","Wien, 1758","Vs: Umschrift unter Randstab: FRANCISCVS M. Theresia AVGG · 
Gestaffelte Brustbilder des belorbeerten Kaisers mit antikem Brustpanzer, Umhang und Ordenskette der Ritter des Goldenen Vlies und der Kaiserin mit Diadem nach rechts; im Armabschnitt Münzzeichen des Stempelschneiders: A Wideman 

Rs: Umschrift unter Randstab: FVSO HOSTE CASTRIS DIREPTIS TORMENTIS BELL. CAPT. CI 
Über dem eroberten preußischen Feldlager mit Zelten, Waffen und Fahnen schwebende Victoria mir Kranz und Lorbeerzweig in den Händen 
Im Abschnitt: AD HOCHKIRCH . XIV / OCT. MDCCLVIII","Franz I., Römisch-deutscher Kaiser
Maria Theresia, Maria Theresia, Erzherzogin von Österreich (1717-1780)
Österreich
Medaille
Hochkirch(Schlacht)
"
53629,2,1900,"Preußen,Wilhelm II.,Deutscher Kaiser,Kaiserreich,Münze",X 2673,"5 Mark, Deutsches Reich, Königreich Preußen, Wilhelm II. (1888-1918), 1907","Weigand, Emil; Stempelschneider, Vorderseite
Schultz, Otto; Stempelschneider, Rückseite
 ","Medailleur, Stempelschneider","3,81 cm",,"27,9 g",Silber; Kupfer,"Jaeger, Kurt: Die deutschen Münzen seit 1871. mit Prägezahlen und Bewertungen, 19. Aufl., Regenstauf 2005, S. 145, lfd. Nr. 104. 
 Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 240, lfd. Nr. 129","Berlin, 1907","Vs: Umschrift unter Stabrand und Perlkreis: WILHELM II DEUTSCHER KAISER KÖNIG V. PREUSSEN 
Kopf des Kaisers nach rechts; darunter Münzzeichen: A 

Rs: Umschrift unter Stabrand und Perlkreis: DEUTSCHES = REICH 1907, unten: * FÜNF MARK * 
Gekrönter Reichsadler mit kleinem Brustschild, um den Hals die Kette des Schwarzen Adlerordens mit Kleinod; auf dem Schild gekrönter Adler mit Zepter und Reichsapfel in den Fängen, vor der Brust Zollernschild 
Randschrift: GOTT [Ranke] [Eisernes Kreuz] [Ranke] MIT [Ranke] [Eisernes Kreuz] [Ranke] UNS [Ranke] [Eisernes Kreuz] [Ranke]","Preußen
Wilhelm II., Deutscher Kaiser
Kaiserreich
Münze
"
53683,2,1540,"Preußen (Herzogtum),Albrecht,Herzog von Preußen,Münze",X 2438,"Pfennig (oder Denar), Herzogtum Preußen, Herzog Albrecht von Brandenburg (1525-1569), o. J.",,,"1,18 cm",,"0,36 g",,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 5, lfd. Nr. 3111. 
 Saurma-Jeltsch, Hugo von: Die Saurmasche Münzsammlung deutscher, schweizerischer und polnischer Gepräge. Von etwa dem Beginn der Groschenzeit bis zur Kipperperiode, Berlin 1892, Nachdruck Berlin 1986 (Transpress-Reprint), S.127, lfd. Nr. 5094","o. J., 1525-1569","Vs: Großes A; rechts und links davon, sowie darüber eine Rosette 
Unterhalb des Buchstabens Zollernschild 

Rs: preußischer Adler; vor der Brust, auf einem [gekrönten] Wappenschild, ein S","Preußen (Herzogtum)
Albrecht, Herzog von Preußen
Münze
"
53689,2,1860,"Preußen,Friedrich Wilhelm IV.,König von Preußen,Vereinsmünze,Sterbetaler,Münze",X 2621,"Taler, sogenannter ""Sterbetaler"", Königreich Preußen, Friedrich Wilhelm IV. (1840-1861), 1861",,,"3,31 cm",,"18,7 g",Silber,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 233, lfd. Nr. 78. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 253, lfd. Nr. 2706. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 84","Berlin, 1861","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM IV KOENIG V. PREUSSEN 
Kopf des Königs nach rechts; unten Münzzeichen A 

Rs: Umschrift unter Stabrand und Perlkreis: EIN VEREINSTHALER = XXX EIN PFUND FEIN 1861 
Adler unter schwebender Krone mit Zepter und Reichsapfel in den Fängen sowie der Kette des Schwarzen Adlerordens mit Kleinod um den Hals; auf der Brust Monogramm FR 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm IV., König von Preußen
Vereinsmünze
Sterbetaler
Münze
"
53706,2,1890,"Preußen,Wilhelm II.,Deutscher Kaiser,Kaiserreich,Münze",X 2670,"10 Mark, Deutsches Reich, Königreich Preußen, Wilhelm II. (1888-1918), 1898","Schultz, Otto; Stempelschneider, Rückseite
Weigand, Emil; Stempelschneider, Vorderseite
 ","Medailleur, Stempelschneider","1,95 cm",,4 g,Gold; Kupfer,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 240, lfd. Nr. 127. 
 Jaeger, Kurt: Die deutschen Münzen seit 1871. mit Prägezahlen und Bewertungen, 19. Aufl., Regenstauf 2005, S. 244, lfd. Nr. 251","Berlin, 1898","Vs: Umschrift unter Stabrand und Perlkreis: WILHELM II DEUTSCHER KAISER KÖNIG V. PREUSSEN 
Kopf des Kaisers nach rechts; darunter Münzzeichen: A 

Rs: Umschrift unter Stabrand und Perlkreis: DEUTSCHES = REICH 1898, unten: * 20 MARK * 
Gekrönter Reichsadler mit kleinem Brustschild, um den Hals die Kette des Schwarzen Adlerordens mit Kleinod; auf dem Schild gekrönter Adler mit Zepter und Reichsapfel in den Fängen, vor der Brust Zollernschild 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Wilhelm II., Deutscher Kaiser
Kaiserreich
Münze
"
