id,year,keywords,imagenum,_verfasser,_ort,_titel,_umfang,_inhalt,_beilagen
KnF_1758-10,1758,"Flugschrift,Brief,Preußen,Großbritannien,Münzwesen,Reich,Sachsen,Geschichte als Argument",63,,"Aschaffenburg, 1758",Post-Script zu dem Schreiben von Franckfurt am Mayn nach Leipzig über den gerechtfertigten Ephraim.,63 Seiten,"Sächs. Hofjuwelier Ephraim verbreite durch falsche Zueignung Lügen, um zwischen England und Preußen Zwietracht zu säen; das Deutsche Reich stellt sich gegen Friedrich II.;  nach England übersendetes Post-Script dient der Klarstellung und Wiederlegung von Ephraims Beschuldigungen; Ziel Preußens: Einstellung der engl. Subsidienzahlungen soll verhindert werden; Gegenüberstellung der Londoner Bank und der engl. Staats-und Regierungsausgaben im Vergleich zur sächsischen Steuer und zur sächsischen Staatsschuld; Vorliegen akkurater engl. Abrechnungen für engl. Gläubiger; über nützliche Bündnisse zwischen Staaten mit ungleichen Staatsgesetzen und Regierungsformen (Engl. und Preußen); durch engl. Geld erfochtene Siege; Verurteilung Ephraims als ""Majestätsschänder""; Argumente gegen die Richtigkeit der ephr. Schandschrift und Analyse aller angeführten Anmerkungen (Vergleich der dt. und frz. Ausgabe); Missverständnisse in der neuen Leipziger Ausgabe und Anmerkungen zu geänderten Passagen; Vermutungen zur Person Ephraims und über feindliche Pläne des Dresdner Hofes; Preußische Eroberungsabsichten und besondere Maßnahmen gegen den kursächsischen Hof; zur Klärung ""Sachsen als Depot"" und dessen Rechtsgrundlagen; zu den Quellen, aus denen Ephraim seine Schrift geschöpft hat; Widerlegung der Bösartigkeiten, die Preußen zur Last gelegt werden; französisches Verhalten in Braunschweig-Kassel (Winterquartiere); Vergleich mit den Forderungen des Generals A. Botta im Krieg von Genua und Gegenüberstellung mit den Vorgängen in Sachsen; kaiserliche Anmaßungen und die Gefahr der Verwandlung des Deutschen Reiches in eine österreichische, französische und russische Nation;  Gründlichkeit und Ehrlichkeit als Eigenschaften der Schriftsteller und Vorgehen gegen Spottredner; Friedrichs II. ruhmreiche Taten für die protestantischen Staaten. ",
KnF_1758-11,1758,"Flugschrift,Gedicht,Preußen,Österreich,Russland,Frankreich,Schweden,Satire",7,,1758,Das grosse Hahnengeschrey Oder: Vorstellung der jetzigen Kriegszeiten.,4 Blatt,"Geschichte vom Hahnengeschrei steht symbolisch für die Ausseinandersetzungen zwischen den Königen; Friedrich II. als unbesiegbarer stolzer Gockel, der fremde Ländereien (""Misthaufen"") besetzt; Anspielung auch auf andere Hähne/Könige (Ludwig XV., Maria Theresia, Adolf Friedrich von Schweden, Elisabeth I.); Friedrich als lachender, unbesiegbarer König, der alle Konkurrenten vertreibt. ",
KnF_1758-12_1,1758,"Flugschrift,Gedicht,Preußen,Kriegsalltag,Satire",3,,"Berlin, 1758","Schreiben an Se. Königliche Majestät in Preussen von einem Lieutenant der Cavallerie, welcher bey Lobositz bleßirt worden, und dessen Pferde und Bagage verlohren gegangen.",2 Blattt,"Schreiben eines adligen Leutnants der preußischen Kavallerie an den König mit der Bitte um Hilfe; Schilderung der sozialen Situation eines einfachen Leutnants, der für seine standesgemäße Ausrüstung selbst aufkommen muss: bereits die erste, umfangreiche  Equipage wurde mittels Kredit bezahlt; Verwundung und Verlust seiner Ausrüstung; während seiner Genesung Anfechtung, den preußischen Dienst zu verlassen; im nächsten Scharmützel Verlust seines Pferdes; Bitte um Hilfe zur Begleichung der Verbindlichkeiten; laut der Anmerkung auf diesem Druck erhielt er vom König 500 Dukaten.",
KnF_1758-12_2,1758,"Flugschrift,Preußen,Polemik,Satire",3,,"Berlin, 1758",Versuch einer Abschilderung des Königs in Preussen aus dem Französischen des Herrn vom M** übersetzt. ,2 Blatt,"Eloge auf Friedrich II., vorgeblich französischen Ursprungs; überragender Verstand Friedrichs; Feldherr und Held, unermüdlicher Arbeiter; bescheiden und großmütig nach dem Siege; Standhaftigkeit bei Unglücksfällen; die Regierung führt er selbst, seine einzigen Berater sind „Gerechtigkeit und Menschenliebe“; seine „Tugend“ erhebt ihn über die Vielzahl seiner Feinde; Reform der Gesetzgebung; zur Hebung des allgemeinen Wohlstandes und frei von Vorurteilen hat er Angehörige aller Nationen in seiner Provinzen eingeladen; Philosoph und Schutzherr der Wissenschaften; Antimachiavel ist Ausdruck der Tugend und der Grundsätze Friedrichs.",
KnF_1758-13,1758,"Flugschrift,Brief,Gedicht,Preußen,Panegyrik,Ruhm",23,,1758,"Spuren der Vorsicht bey dem ietzigen Kriege, in einem Sendschreiben aufgesuchet; Nebst einer Ode auf den Geburtstag Friedrich des Grosen.",24 Seiten,"Sendbericht mit den Offenbahrungen über Vorsicht und Sicherheit durch den göttlichen Beistand; 13 Offenbahrungen und glückliche Begebenheiten, die belegen, dass Gott auf der Seite der Preußen steht und die preußischen Waffen segnet; Aufdeckung geheimer Abmachungen gegen Friedrich II.; die Geburt des Königs, um den Plan Gottes ausführen zu können; Erhaltung des Monarchen zum Wohle des Landes, seine Verbesserung der Kriegswissenschaften; Gebet als Mittel zur Stärkung; Niederlage in der Schlacht von Kolin als Lehre und Glücksfall; schändlicher Übermut, der auf die Feinde Preußens übergegangen ist; Stärkung und Rettung durch Gottes Beistand; Mut, Standhaftigkeit und Zähheit der preußischen Soldaten; Gesundheit der preußischen Truppen jeglicher Witterung zum Trotz; fruchtbare Felder und reiche Ernte in den Jahren vor dem Krieg; milder Herbst für Winteraussaat der Bauern; Schnelligkeit der preußischen Siege; Strafe durch göttliche Rache; Zurückhaltung der französischen Armee; Menschlichkeit Friedrichs II.; Ode an den Preußenkönig: Gott und Schutzengel kämpfen Seite an Seite mit Friedrich II. im Kampf gegen das Böse; Ehre und Sieg durch Gottesbeistand.  ",
KnF_1758-14,1758,"Flugschrift,Kriegsverlauf,Preußen,Schlacht",7,,[1758],"Noticia Do Sitio, E Rendimento Da Praça de Scheweidnitz, E Outras Muitas operaçoens feitas na Silezia.",8 Seiten,,
KnF_1758-15,1758,"Flugschrift,Polemik,Brief,Preußen,Kriegsalltag,Streitschrift,Sachsen",75,"[Maubert de Gouvest, Jean Henri]",1758,"Der gerechtfertigte Ephraim. Oder, Historische und beurtheilende Nachrichten über den vergangenen, gegenwärtigen und künftigen Zustand des Sächsischen Finanz-Wesens: Nebst einer Vergleichung der Preußischen und Sächsischen Oeconomie. Ein sehr nützliches Werk vor alle Gläubiger, Correspondenten, Freunde und Feinde von Preußen und Sachsen; durch den Juden Ephraim zu Berlin, an seinem Vetter Manasses in Amsterdam.",38 Blatt,"Fiktiver Briefwechsel zwischen dem Entrepreneur Ephraim und seinem Vetter Manasse über die preußische Besetzung Sachsens und die Folgen für die Wirtschaft; den preußischen Militärs und dem König fehlt jegliches Verständnis wirtschaftlicher Zusammenhänge; die Verwaltung Sachsens durch das preußische Feldzugdirektorium ist zum Schaden des Landes; Untergang des Landes durch die preußische „Staats-Kunst“; die in Sachsen eingenommenen Gelder verbleiben nicht im Land, dadurch können Pensionen nicht bezahlt und Forderungen von Gläubigern nicht beglichen werden, letztlich unterbleiben Investitionen und zukünftige Einnahmen; Zahlungen der sächsischen Städte; Geschäftemacherei und Einquartierungen schädigen zudem die Wirtschaftskraft; Plünderungen von Schlössern; Aufkauf sächsischer Steuerscheine; Ausprägung von minderwertigen Münzen mittels erbeuteter sächsischer Prägestempel; die Ausrichtung des gesamten Staatswesens belastet nicht nur die preußische Wirtschaft, sondern auch die Gesellschaft; unabhängig vom Ausgang des Krieges werden Friedrichs II. Untertanen arm bleiben; despotische Herrschaft des Königs.
",
KnF_1758-16,1758,"Flugschrift,Kriegsalltag,Preußen,Ruhm,Gedicht",3,,1758,"Sehr Merckwürdige Anrede Seiner Durchlaucht Des Hertzogs von Braunschweig An die Hannöverische Armee, Samt Einen geistreichen Lied Welches Alle Tage bey der Preußischen Armee gesungen wird. Dann Zwey schöne Gedichte Auf Seine Königliche Majestät in Preussen.",2 Blatt,"Ansprache des Herzogs Ferdinand von Braunschweig an die Preußische Armee; Ankündigung der Kommandoübernahme im Einklang mit König Friedrich II.; Bitte an Soldaten und Offiziere, Kampfeswille und Heldenmut zu zeigen; Lied in 13 Strophen, um Gottes Schutz im Krieg; Gedicht auf die letzte große Schlacht und den tapferen Feldherren Friedrich II. ",
KnF_1758-17,1758,"Flugschrift,Gedicht,Preußen,Österreich,Kriegsschuldfrage,Reichsverfassung,Kriegsverlauf,Frankreich,Bündnissystem",23,,1758,Fortgesetzter Anhang zu dem Poetischen Traume.,24 Seiten,"Unterhaltung Friedrichs II. und Maria Theresia im Traum; Preußen macht Österreich ein Friedensangebot und möchte Maria Theresia als Bündnispartner gewinnen; die Kaiserin macht ihm Vorwürfe und misstraut ihm; Gedanken an den Überfall von Sachsen 1756 und das Eingreifen des schwedischen Kriegsheeres; Maria Theresia warnt und prophezeit Friedrich II. bevorstehende Kämpfe und Schlachten; gegenseitiges Kräftemessen durch Aufzählung von eigenen Siegen (Preußen: Rossbach, Schlesien, Österreich: Breslau, Schweidnitz, Böhmen); Gedanken über die Unfähigkeit des Volkes zwischen Wahrheit und Falschheit und Vorurteilen zu unterscheiden; Preußenkönig als Feind der Franzosen und die Kaiserin als Verbündete der Bourbonen; Streitgespräch und Vorwürfe über gegenseitige Bündnispartner; Frankreich als Feind Deutschlands; imaginäres Friedens- und Bündnisangebot von Friedrich II. an Maria Theresia; Erwachen der Kaiserin aus ihrem Traum. ",
KnF_1758-18,1758,"Flugschrift,Konfession,Preußen,Österreich,Kriegsschuldfrage,Geschichte als Argument,Kriegsverlauf",35,,"Prag, 1758","Freundliche Unterredung zwischen einem Lutheraner und Jesuiten, worinnen von dem Ursprunge, Fortgang und wahren Beschaffenheit des gegenwärtigen Kriegs unpartheyisch gehandelt wird.",36 Seiten,"Gespräch über Ursachen, Schuld und Gründe über den Kriegseintritt von Frankreich und Österreich; Vorurteil des Religionskrieges und der wahre Eroberungszweck; zum Gleichgewicht in Europa und zum Offensivkrieg; Sachsen als ""Depot"" Preußens; zu den allierten Armeen (Frankreich/Richelieu; Soubise, England, Dänemark); Konvention von Kloster Zeven und der Herzog von Cumberland; Spott über die Reichsarmee; Freiherr von Plotho und die Neutralität der Reichsstände; positive Beurteilung der russischen Armee; Unglück des Fürsten Apraxin; Beurteilung der schwedischen Soldaten; Veränderlichkeit der Zeit und der Dinge, Verfall des Kriegswesens, die Eigenschaften eines guten gelehrten Regenten und die Folgen für die Regierungskunst; die Natur der Deutschen und der Ausländer; Seeschlacht von Menorca und Admiral John Byng; Vergleich der englischen, französischen und dänischen Seestreitkräfte; Veränderungen in Deutschland und das Aufblühen der Künste und Wissenschaften; Rolle des Regenten als Vater der Wissenschaften und Gelehrsamkeit. ",
KnF_1758-19,1758,"Flugschrift,Österreich,Frankreich,Preußen,Sachsen,Deutschland,Reich",35,,"Franckfurt und Leipzig, 1758","Einige Weissagungen, so auf die Umstände gegenwärtiger Zeit zu deuten scheinen, und gestellte Prophezeyungen über das Königreich Böhmen und andere benachbarte Länder, von nachfolgenden Scribenten beschrieben, Als: I. Von D. Nicolaus Drabitius, 1654. II. Von D. Philippo Theophrasto Paracelso, 1546. III. Von Veit Dietrich an Hrn. Phil. Melanchthon, vor 300 Jahren. IV. Von D. Johann Corion, Astron. aus Holland, 1646. V. Von D. Johann Kampff, 1643. VI. Ein Prognosticon des flüchtigen Paters, 1710. VII. Weissagungen aus Herrn D. Lutheri, Selnecceri und Philippi Nicolai Schrifften genommen. VIII. Christian Herigs ausserordentliche Anzeigen, 1756. IX. Michael Lindners Prophezeyung im Jahr 1639. X. Himmels-Zeichen zu Sohland, den 25 Dec. 1757. Auf Verlangen vieler curiöser Liebhaber aus alten Manuscriptis aufrichtig communiciret und dem öffentlichen Druck übergeben von einem ehrlichen HistoRiographo.",36 Seiten,"Zusammenstellung von zehn Prophezeiungen aus der Zeit des 16. bis 18. Jahrhundert; vollständiger Abdruck  des Weissagung des Johann Kampffs über das Schicksal Böhmens; weit kürzere Passagen u. a. aus den Schriften von von Drabicius, Paracelsus, Melanchthons, Luther, Selnecker und Lindners; bei dem in Sohland (Oberlausitz) beobachteten „Himmelszeichen“ dürfte  es sich um das Lowitz ́sche  Phänomen handeln.",
KnF_1758-2,1758,"Flugschrift,Gedicht,Schlacht,Ruhm,Panegyrik,Preußen,Frankreich,Reich",11,,1758,"Friedrich der Sieger, in einer Ode, auf den am 5ten November 1757 bey Roßbach, zwischen Weißenfels und Merseburg, über die verbundenen Heere erfochtenen herrlichen Sieg, von der Königlichen deutschen Gesellschaft in Königsberg besungen.",6 Blatt,"Ode anlässlich des Sieges der von Friedrich geführten preußischen Truppen über das französische Heer und die mit ihr verbündete Reichsexekutionsarmee in der Schlacht bei Roßbach (5. November 1757); allgemeiner Rückzug in Richtung Rhein; Sachsen bedarf ihres „Schutzes“ nicht; Spott auf die, die Frankreichs Waffen vertrauten, und über das geringe Marschtempo seiner Truppen, die mehr durch Größe ihres Trosses, als durch militärische Tüchtigkeit beeindrucken; französische Übergriffe (Franken, Thüringen, Hessen); süd- und westdeutsche Fürsten dürsten nach Blut, doch Preußen wird obsiegen, nicht zuletzt durch die Hilfe des Hohenzollernprinzen Heinrich; Segenswunsch für den Helden Friedrich und Gewissheit, dass Österreich niemals Schlesien wieder besitzen wird.",
KnF_1758-20,1758,"Flugschrift,Streitschrift,Replik,Sachsen,Preußen,Kriegsalltag",43,,"Burg-Friedberg, 1758",Schreiben von Franckfurt am Mayn nach Leipzig über den gerechtfertigten Ephraim insonderheit über die angeschuldigte Preußische Gewalt und Empörung im Reich.,43 Seiten,"Beschwerde des sächsischen Juden Ephraim über das preußische Unrecht und preußische Verteidigung und Klarstellung gegen sächsischen Spott und Verläumdungen; Schandschrift gegen Friedrich II.; Jude Ephraim an seinen Vetter Manasse (und jüd. Financier Süß Oppenheimer); Beurteilung des preußischen Staatshaushaltes und Bankrott der Steuerkasse (Summe über 80 Mio. Taler Schulden); zur Reichs-Münz-Ordnung (Folgen einer guten Hofökonomie vs.Verschwendung); zur Bereicherung von Privatpersonen und ""Staatsvampiren""; Anschuldigungen und Vorwürfe von Ephraim gegen Preußen (preußische Ausbeutung Sachsens, als Quelle der Reichtümer); zum Dresdner Frieden und zur sächsischen Steuerkasse (Steuerschulden); Beschuldigung über unsachgemäße preußische Münzprägung und Lieferungsforderungen; Erklärungen zu Münzverfall, Ausprägungen, Einwechselungen und Einführung neuer Währungen (Marien-Groschen, Louis d`Or); Leipzig als reichster Ort in kursächsischem Gebiet; zur Aufrechterhaltung der Staatsverfassung und der Reichssatzungen; Reichsordnungen und ihre Ergänzungen ab 1555; zwei Anschuldigungen gegen Friedrich II.; zum Vorwurf über unrechtmäßiges Eindringen und auswärtige Gewalt (Frankreich, Spanien, Russland, Schweden, Österreich, Spanische Niederlande. ",
KnF_1758-21,1758,"Flugschrift,Großbritannien,Friede,Kriegsschuldfrage,Handel,Konfession,Deutschland,Frankreich,Preußen,Österreich,Russland,Schweden,Patriotismus,Rechtsfrage,Marine",87,,1758,"Der Geist des gegenwärtigen Krieges. Eine Rede des Herrn von G*** in der Kammer der Gemeinen, Für und wider die beeden Meynungen, welche in dem Parlamente von Groß-Brittannien herrschen, zum Besten des Brittischen Handels und des Friedens.",86 Seiten,"Auseinandersetzung über die Ziele und Ausrichtung der Politik Großbritanniens; Handel als Quelle des Reichtums und der Wohlfahrt der Nation; Diskussion, ob die Politik nur die Förderung des Handels oder auch andere Ziele  ¬– wie Frankreich – verfolgen sollte; Ursachen für die ausbleibenden militärischen Erfolge in Übersee; Konsequenzen aus dem Schutz des hannoverschen Besitzes des Königs; Analyse der Interessen und wirtschaftlichen Stärke der am Krieg beteiligten Mächte; zwei Prinzipien: Konzentration auf die Auseinandersetzung mit Frankreich in Übersee oder Unterstützung verbündeter, an dem Krieg auf dem europäischen Festland beteiligter Staaten.",
